station_id,timestamp,temperature,humidity,pressure,wind_speed,wind_direction,rainfall,solar_radiation,ingest_source,ingested_at
NCR001,2024-05-01T00:00:00Z,20.45,33.8,977.9,2.97,312.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T01:00:00Z,21.5,41.9,979.3,4.39,311.0,0.0,37.7,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T02:00:00Z,23.3,38.0,980.1,4.11,319.0,0.0,223.1,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T03:00:00Z,25.65,32.6,980.5,4.89,319.0,0.0,414.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T04:00:00Z,27.95,25.0,981.2,5.66,318.0,0.0,545.1,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T05:00:00Z,30.1,17.3,981.1,6.29,314.0,0.0,628.4,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T06:00:00Z,31.5,13.1,980.8,6.52,311.0,0.0,675.9,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T07:00:00Z,32.3,11.9,980.3,6.34,308.0,0.0,696.3,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T08:00:00Z,32.6,11.9,979.9,6.3,306.0,0.0,689.8,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T09:00:00Z,32.65,12.1,979.3,6.28,301.0,0.0,659.2,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T10:00:00Z,32.45,11.9,978.7,6.41,293.0,0.0,601.9,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T11:00:00Z,31.7,12.9,978.5,6.56,291.0,0.0,506.9,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T12:00:00Z,30.7,14.1,978.4,6.22,298.0,0.0,354.2,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T13:00:00Z,29.8,13.8,978.8,4.75,319.0,0.0,149.6,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T14:00:00Z,28.0,17.0,979.6,3.69,327.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T15:00:00Z,26.75,19.7,979.9,3.36,330.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T16:00:00Z,26.05,23.1,980.7,4.32,347.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T17:00:00Z,24.55,26.7,980.9,2.67,347.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T18:00:00Z,23.2,30.0,980.7,2.0,323.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T19:00:00Z,22.45,32.0,980.6,2.7,309.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T20:00:00Z,21.45,34.5,980.0,2.28,299.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T21:00:00Z,20.65,36.6,979.6,2.15,292.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T22:00:00Z,20.25,37.3,979.5,2.64,295.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-01T23:00:00Z,19.8,37.6,979.3,2.56,291.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T00:00:00Z,19.3,38.2,979.7,2.83,278.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T01:00:00Z,20.55,41.0,980.6,3.23,286.0,0.0,37.2,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T02:00:00Z,22.9,37.0,981.4,3.42,285.0,0.0,224.6,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T03:00:00Z,26.0,31.8,981.6,3.68,292.0,0.0,418.2,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T04:00:00Z,28.85,24.8,982.5,5.2,300.0,0.0,546.5,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T05:00:00Z,30.8,20.3,982.3,4.83,320.0,0.0,617.4,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T06:00:00Z,32.4,17.6,981.9,4.97,320.0,0.0,653.2,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T07:00:00Z,33.7,15.3,981.4,5.12,321.0,0.0,642.8,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T08:00:00Z,34.55,14.7,980.7,5.22,324.0,0.0,627.4,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T09:00:00Z,34.9,15.9,980.0,5.4,321.0,0.0,644.8,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T10:00:00Z,35.0,15.3,979.2,5.32,319.0,0.0,593.2,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T11:00:00Z,34.6,15.6,978.7,5.23,317.0,0.0,497.5,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T12:00:00Z,33.8,16.5,978.4,4.74,312.0,0.0,345.5,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T13:00:00Z,32.4,19.0,979.4,3.42,308.0,0.0,143.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T14:00:00Z,30.4,20.9,980.2,3.5,301.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T15:00:00Z,29.3,21.6,980.5,2.76,316.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T16:00:00Z,27.7,24.3,981.0,2.39,327.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T17:00:00Z,26.35,27.2,981.3,2.82,293.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T18:00:00Z,25.1,29.8,981.2,2.42,294.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T19:00:00Z,23.7,32.5,980.8,2.01,297.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T20:00:00Z,22.85,33.6,980.1,2.08,305.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T21:00:00Z,22.2,33.7,979.9,2.05,313.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T22:00:00Z,21.65,34.3,980.0,2.2,300.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-02T23:00:00Z,21.15,35.0,980.1,2.33,295.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T00:00:00Z,20.7,36.1,980.5,2.26,283.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T01:00:00Z,22.6,36.1,981.1,2.55,296.0,0.0,36.8,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T02:00:00Z,25.3,32.1,981.8,2.55,281.0,0.0,219.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T03:00:00Z,28.6,27.0,982.7,3.0,270.0,0.0,410.2,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T04:00:00Z,31.8,22.3,983.1,3.61,275.0,0.0,539.1,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T05:00:00Z,34.4,17.0,983.0,4.55,289.0,0.0,606.5,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T06:00:00Z,36.05,13.8,982.6,5.68,296.0,0.0,641.5,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T07:00:00Z,37.2,12.2,981.8,6.47,302.0,0.0,676.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T08:00:00Z,37.85,11.2,980.8,6.64,307.0,0.0,622.5,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T09:00:00Z,38.05,11.1,980.2,6.28,307.0,0.0,583.5,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T10:00:00Z,37.9,11.3,979.7,5.72,306.0,0.0,430.3,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T11:00:00Z,37.5,11.7,979.6,5.35,303.0,0.0,417.5,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T12:00:00Z,36.55,12.3,979.8,5.05,297.0,0.0,181.8,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T13:00:00Z,34.65,15.1,980.7,3.71,297.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T14:00:00Z,33.35,15.8,981.4,4.37,290.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T15:00:00Z,31.7,17.5,981.8,3.38,304.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T16:00:00Z,30.1,19.6,982.2,3.11,318.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T17:00:00Z,29.4,20.5,982.2,3.26,320.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T18:00:00Z,28.7,21.8,982.0,2.58,324.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T19:00:00Z,28.5,22.7,981.4,2.55,318.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T20:00:00Z,27.8,24.4,980.8,2.28,322.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T21:00:00Z,27.7,25.1,980.5,2.01,333.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T22:00:00Z,27.25,26.2,980.4,1.66,335.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-03T23:00:00Z,26.5,29.6,980.4,2.55,349.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T00:00:00Z,27.0,26.8,981.5,2.86,234.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T01:00:00Z,26.6,30.1,982.9,3.11,276.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T02:00:00Z,28.7,27.0,983.4,3.54,286.0,0.0,31.5,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T03:00:00Z,31.2,22.9,984.0,4.2,308.0,0.0,167.8,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T04:00:00Z,33.5,19.8,984.0,3.75,314.0,0.0,327.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T05:00:00Z,37.25,14.5,983.8,4.04,318.0,0.0,581.1,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T06:00:00Z,38.95,11.3,983.1,3.62,309.0,0.0,586.5,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T07:00:00Z,40.0,10.1,982.3,3.13,297.0,0.0,623.8,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T08:00:00Z,40.5,10.3,981.6,4.41,283.0,0.0,663.5,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T09:00:00Z,40.55,10.0,980.6,4.49,282.0,0.0,628.7,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T10:00:00Z,40.45,9.4,979.8,4.55,279.0,0.0,562.9,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T11:00:00Z,39.75,9.6,979.2,4.49,282.0,0.0,439.5,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T12:00:00Z,38.6,10.7,978.8,3.97,311.0,0.0,210.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T13:00:00Z,36.0,13.1,978.7,2.02,340.0,0.0,130.3,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T14:00:00Z,33.3,15.6,978.8,2.42,330.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T15:00:00Z,31.6,18.8,979.0,2.48,310.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T16:00:00Z,30.9,20.1,979.5,2.36,306.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T17:00:00Z,30.25,20.3,979.3,2.4,268.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T18:00:00Z,28.75,22.8,979.2,2.19,317.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T19:00:00Z,27.65,24.9,978.3,2.06,337.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T20:00:00Z,26.85,26.5,977.6,2.6,337.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T21:00:00Z,26.4,28.0,976.9,2.47,328.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T22:00:00Z,25.5,28.9,976.9,1.44,236.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-04T23:00:00Z,25.9,27.7,977.1,2.79,249.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T00:00:00Z,25.0,29.7,977.3,2.5,272.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T01:00:00Z,26.5,30.2,977.6,3.31,267.0,0.0,44.9,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T02:00:00Z,28.55,28.6,978.4,3.4,272.0,0.0,208.3,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T03:00:00Z,31.4,24.5,979.1,3.4,294.0,0.0,388.6,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T04:00:00Z,35.05,18.3,979.5,3.5,307.0,0.0,514.2,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T05:00:00Z,38.0,13.1,979.3,3.68,317.0,0.0,593.4,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T06:00:00Z,39.6,11.7,978.7,3.81,337.0,0.0,635.4,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T07:00:00Z,40.4,12.1,978.1,4.29,332.0,0.0,652.9,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T08:00:00Z,40.8,12.1,977.3,4.31,314.0,0.0,649.2,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T09:00:00Z,40.9,11.9,976.5,4.49,302.0,0.0,622.4,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T10:00:00Z,40.65,11.9,976.0,5.16,302.0,0.0,565.9,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T11:00:00Z,40.0,11.9,975.4,5.33,300.0,0.0,472.9,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T12:00:00Z,39.35,12.5,975.5,4.97,295.0,0.0,327.1,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T13:00:00Z,37.8,14.3,975.9,3.22,300.0,0.0,134.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T14:00:00Z,35.2,17.6,976.6,3.68,313.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T15:00:00Z,33.55,19.6,977.1,3.18,314.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T16:00:00Z,32.45,20.1,977.6,2.84,321.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T17:00:00Z,30.9,21.2,977.9,2.58,324.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T18:00:00Z,29.9,22.0,978.0,2.7,321.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T19:00:00Z,29.55,22.9,977.8,3.19,328.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T20:00:00Z,28.8,24.8,977.5,2.87,331.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T21:00:00Z,28.35,26.5,977.3,3.04,333.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T22:00:00Z,27.85,28.4,977.6,2.97,315.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-05T23:00:00Z,26.85,30.8,978.0,2.33,301.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T00:00:00Z,25.95,32.9,978.4,2.15,298.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T01:00:00Z,27.9,32.5,979.6,2.11,301.0,0.0,44.5,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T02:00:00Z,30.05,29.5,980.5,2.45,282.0,0.0,206.7,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T03:00:00Z,32.8,25.7,981.3,2.66,290.0,0.0,383.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T04:00:00Z,35.45,22.4,981.7,2.75,303.0,0.0,505.6,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T05:00:00Z,37.6,18.9,981.8,3.11,315.0,0.0,581.5,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T06:00:00Z,39.05,16.4,981.6,4.69,310.0,0.0,621.6,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T07:00:00Z,39.75,15.0,980.9,5.06,308.0,0.0,592.6,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T08:00:00Z,40.4,14.0,979.9,5.56,308.0,0.0,602.8,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T09:00:00Z,40.6,13.5,979.2,6.34,308.0,0.0,583.6,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T10:00:00Z,40.15,13.7,978.5,6.44,306.0,0.0,509.6,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T11:00:00Z,39.6,14.5,978.0,5.72,297.0,0.0,365.8,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T12:00:00Z,38.9,13.8,977.9,6.55,286.0,0.0,277.9,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T13:00:00Z,37.45,15.1,978.4,4.61,297.0,0.0,118.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T14:00:00Z,35.4,17.2,978.9,4.21,298.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T15:00:00Z,33.95,18.9,979.3,3.08,306.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T16:00:00Z,32.4,21.3,979.9,3.08,306.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T17:00:00Z,31.55,22.8,980.0,2.69,318.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T18:00:00Z,30.3,24.8,980.0,2.25,339.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T19:00:00Z,28.7,27.6,979.6,2.51,5.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T20:00:00Z,28.1,29.7,979.0,2.53,351.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T21:00:00Z,26.8,32.3,978.9,2.2,300.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T22:00:00Z,26.15,33.6,979.3,1.93,291.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-06T23:00:00Z,29.0,27.0,979.8,1.34,333.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T00:00:00Z,29.05,26.4,980.1,1.6,86.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T01:00:00Z,27.85,35.7,980.9,1.24,194.0,0.0,44.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T02:00:00Z,30.8,30.2,981.7,1.39,150.0,0.0,188.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T03:00:00Z,33.65,25.9,982.5,0.41,14.0,0.0,289.7,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T04:00:00Z,35.4,24.1,983.3,2.6,358.0,0.0,314.3,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T05:00:00Z,37.25,21.1,983.2,2.56,39.0,0.0,467.4,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T06:00:00Z,39.45,17.1,983.1,1.49,48.0,0.0,596.1,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T07:00:00Z,40.55,14.2,982.4,1.0,6.0,0.0,573.5,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T08:00:00Z,41.4,13.3,981.4,2.55,315.0,0.0,562.8,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T09:00:00Z,41.3,12.8,980.5,3.5,307.0,0.0,521.6,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T10:00:00Z,41.25,12.7,979.8,2.97,303.0,0.0,542.4,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T11:00:00Z,41.05,12.3,979.8,3.47,319.0,0.0,451.4,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T12:00:00Z,40.15,12.7,979.7,2.32,7.0,0.0,293.6,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T13:00:00Z,37.9,16.2,979.8,2.94,35.0,0.0,112.1,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T14:00:00Z,35.15,18.7,980.1,2.47,76.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T15:00:00Z,33.2,29.2,981.0,5.02,96.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T16:00:00Z,31.55,38.8,981.6,4.09,112.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T17:00:00Z,30.9,39.8,981.8,3.72,144.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T18:00:00Z,30.4,39.8,981.9,4.0,148.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T19:00:00Z,28.75,44.9,982.0,1.71,111.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T20:00:00Z,28.15,47.4,981.6,2.42,142.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T21:00:00Z,27.75,49.0,981.2,2.61,148.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T22:00:00Z,27.6,49.5,981.1,3.36,143.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR001,2024-05-07T23:00:00Z,27.5,50.0,981.3,4.34,151.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:07.927368+00:00
NCR002,2024-05-01T00:00:00Z,19.8,35.5,976.3,2.44,325.0,0.0,0.0,openmeteo_archive,2026-09-24T16:48:08.152623+00:00
NCR002,2024-05-01T01:00:00Z,21.05,42.7,977.6,3.96,313.0,0.0,38.3,openmeteo_archive,2026-09-24T16:48:08.152623+00:00
NCR002,2024-05-01T02:00:00Z,22.95,39.5,978.5,3.86,323.0,0.0,218.2,openmeteo_archive,2026-09-24T16:48:08.152623+00:00
NCR002,2024-05-01T03:00:00Z,25.15,34.7,979.0,4.33,320.0,0.0,411.9,openmeteo_archive,2026-09-24T16:48:08.152623+00:00
NCR002,2024-05-01T04:00:00Z,27.45,27.0,979.6,4.95,317.0,0.0,545.1,openmeteo_archive,2026-09-24T16:48:08.152623+00:00
NCR002,2024-05-01T05:00:00Z,29.7,18.3,979.6,5.66,315.0,0.0,629.2,openmeteo_archive,2026-09-24T16:48:08.152623+00:00
NCR002,2024-05-01T06:00:00Z,31.15,13.6,979.3,5.94,314.0,0.0,676.2,openmeteo_archive,2026-09-24T16:48:08.152623+00:00
NCR002,2024-05-01T07:00:00Z,32.0,12.5,978.8,5.81,312.0,0.0,696.1,openmeteo_archive,2026-09-24T16:48:08.152623+00:00
NCR002,2024-05-01T08:00:00Z,32.3,12.4,978.3,6.08,306.0,0.0,690.1,openmeteo_archive,2026-09-24T16:48:08.152623+00:00
NCR002,2024-05-01T09:00:00Z,32.15,12.9,977.8,6.31,297.0,0.0,660.3,openmeteo_archive,2026-09-24T16:48:08.152623+00:00
NCR002,2024-05-01T10:00:00Z,31.8,13.3,977.3,6.26,295.0,0.0,603.0,openmeteo_archive,2026-09-24T16:48:08.152623+00:00
NCR002,2024-05-01T11:00:00Z,31.3,13.8,977.0,5.82,299.0,0.0,506.7,openmeteo_archive,2026-09-24T16:48:08.152623+00:00
NCR002,2024-05-01T12:00:00Z,30.55,14.2,976.8,5.56,308.0,0.0,354.7,openmeteo_archive,2026-09-24T16:48:08.152623+00:00
